zip_code,city,street,house_no,location_type,location_name,id,closure_periods,opening_hours,latitude,longitude
10551,Berlin,Stromstr.,11-17,RETAIL_OUTLET,GECO,4128764,[],Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 10:00-18:00,52.5274065,13.3435422
13353,Berlin,Sprengelstr.,13,RETAIL_OUTLET,Tabakwaren Akgül,4306652,[],Mo: 08:00-18:00; Tu: 08:00-18:00; We: 08:00-18:00; Th: 08:00-18:00; Fr: 08:00-18:00; Sa: 08:00-16:00,52.5420088,13.3554323
12043,Berlin,Karl-Marx-Str.,66,POSTBANK_FINANCE_CENTER,Postbank Filiale,4013333,[],Mo: 10:00-19:00; Tu: 10:00-19:00; We: 10:00-19:00; Th: 10:00-13:00; Fr: 10:00-19:00; Sa: 10:00-16:00,52.4821658,13.4329947
13347,Berlin,Reinickendorfer Str.,48a,RETAIL_OUTLET,Mo`s Spätkauf,4327669,[],Mo: 10:00-23:00; Tu: 10:00-23:00; We: 10:00-23:00; Th: 10:00-23:00; Fr: 10:00-23:00; Sa: 10:00-23:00,52.5504624,13.3682927
10559,Berlin,Stephanstr.,41-44,RETAIL_OUTLET,GECO,4102054,[],Mo: 08:30-14:00; Tu: 08:30-14:00; We: 08:30-19:30; Th: 08:30-14:00; Fr: 08:30-14:00; Sa: 08:30-19:30,52.5320797,13.3441194
12053,Berlin,Boddinstr.,48,RETAIL_OUTLET,dies & das,4335897,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 08:00-16:00,52.4801574,13.4292887
12435,Berlin,Martin-Hoffmann-Str.,16,RETAIL_OUTLET,MUCA Kiosk,4337662,[],Mo: 07:00-19:00; Tu: 07:00-19:00; We: 07:00-19:00; Th: 07:00-19:00; Fr: 07:00-19:00; Sa: 09:00-14:00,52.4945075,13.459708
10827,Berlin,Hauptstr.,152,RETAIL_OUTLET,,4138988,[],Mo: 07:00-20:00; Tu: 07:00-20:00; We: 07:00-20:00; Th: 07:00-20:00; Fr: 07:00-20:00; Sa: 07:00-20:00,52.4884464,13.3588436
10777,Berlin,Motzstr.,34,RETAIL_OUTLET,Spätkauf Kiosk,4343505,[],Mo: 08:00-23:30; Tu: 08:00-23:30; We: 08:00-23:30; Th: 08:00-23:30; Fr: 08:00-23:30; Sa: 08:30-23:30,52.4974543,13.3467292
13086,Berlin,Langhansstr.,7,RETAIL_OUTLET,Der Kiosk,4326270,[],Mo: 07:00-20:00; Tu: 07:00-20:00; We: 07:00-20:00; Th: 07:00-20:00; Fr: 07:00-20:00; Sa: 10:00-20:00,52.549226,13.4489987
13353,Berlin,Torfstr.,19,RETAIL_OUTLET,Presse Shop,4297750,[],Mo: 07:00-20:00; Tu: 07:00-20:00; We: 07:00-20:00; Th: 07:00-20:00; Fr: 07:00-20:00; Sa: 08:00-20:00,52.5413666,13.350146
10369,Berlin,Landsberger Allee,171,RETAIL_OUTLET,Berliner Shop,4323154,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-12:00,52.5317729,13.4693058
10551,Berlin,Jonasstr.,4,RETAIL_OUTLET,Kiosk,4312472,[],Mo: 14:45-22:00; Tu: 09:00-14:00; We: 09:00-14:00; Th: 14:45-22:00; Fr: 09:00-14:00; Sa: 14:45-18:00,52.5272181,13.3394029
12043,Berlin,Erkstr.,5,RETAIL_OUTLET,Getränke-Tabakwaren-Zeitschriften,4314016,[],Mo: 10:00-19:00; Tu: 10:00-19:00; We: 10:00-19:00; Th: 10:00-19:00; Fr: 10:00-19:00; Sa: 10:00-16:00,52.4810075,13.4370457
10247,Berlin,Frankfurter Allee,104,RETAIL_OUTLET,BERLINMAN,4341745,[],Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 08:00-16:00,52.5135552,13.473898
12059,Berlin,Harzer Str.,85,RETAIL_OUTLET,Troja Spätkauf,4324455,[],Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 09:00-15:00,52.485022,13.4492437
10823,Berlin,Akazienstr.,15,RETAIL_OUTLET,The Market,4323108,[],Mo: 10:00-20:00; Tu: 10:00-20:00; We: 10:00-20:00; Th: 10:00-20:00; Fr: 10:00-20:00; Sa: 10:00-20:00,52.4890721,13.3536202
13189,Berlin,Berliner Str.,47,RETAIL_OUTLET,Heiko Dreßler,4341492,[],Mo: 08:00-18:00; Tu: 08:00-18:00; We: 08:00-18:00; Th: 08:00-18:00; Fr: 08:00-18:00; Sa: 08:00-15:00,52.5600614,13.412762
13359,Berlin,Soldiner Str.,84,RETAIL_OUTLET,Online Telecafe,4114042,[],Mo: 11:00-18:00; Tu: 11:00-18:00; We: 11:00-18:00; Th: 11:00-18:00; Fr: 11:00-18:00; Sa: 11:00-18:00,52.5586639,13.3860123
10829,Berlin,Leberstr.,24,RETAIL_OUTLET,"LOTTO, Bild, Berliner Morgenpost",4125652,[],Mo: 06:00-18:00; Tu: 06:00-18:00; We: 06:00-18:00; Th: 06:00-18:00; Fr: 06:00-18:00; Sa: 08:00-13:00,52.4840131,13.3612823
10317,Berlin,Marktstr.,5,RETAIL_OUTLET,Tabak-Shop im Kaufland,4087852,[],Mo: 08:00-19:45; Tu: 08:00-19:45; We: 08:00-19:45; Th: 08:00-19:45; Fr: 08:00-19:45; Sa: 08:00-19:30,52.5040826,13.4729723
10789,Berlin,Tauentzienstr.,9-12,RETAIL_OUTLET,k kiosk,4337089,[],Mo: 10:00-20:00; Tu: 10:00-20:00; We: 10:00-20:00; Th: 10:00-20:00; Fr: 10:00-20:00; Sa: 10:00-20:00,52.5041258,13.3376688
10781,Berlin,Eisenacher Str.,84,RETAIL_OUTLET,Schreibwaren-Bürobedarf,4287470,[],Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 10:00-17:00,52.4897962,13.3493156
12049,Berlin,Schillerpromenade,28,RETAIL_OUTLET,Kiosk & Bäckerei / Kiosk & Internet,4092044,[],Mo: 07:00-22:00; Tu: 07:00-22:00; We: 07:00-22:00; Th: 07:00-22:00; Fr: 07:00-22:00; Sa: 07:00-22:00,52.4746935,13.4232556
13353,Berlin,Brüsseler Str.,49,RETAIL_OUTLET,Trinkstelle,4289494,[],Mo: 11:00-22:00; Tu: 11:00-22:00; We: 11:00-22:00; Th: 11:00-22:00; Fr: 11:00-22:00; Sa: 11:00-22:00,52.5480304,13.3521713
13347,Berlin,Amsterdamer Str.,2,RETAIL_OUTLET,Göker`s Kiosk,4298456,[],Mo: 08:00-18:30; Tu: 08:00-18:30; We: 08:00-18:30; Th: 08:00-18:30; Fr: 08:00-18:30; Sa: 09:00-16:30,52.54962,13.3546277
10827,Berlin,Hauptstr.,27-29,POSTBANK_FINANCE_CENTER,Postbank Filiale,5330,[],Mo: 09:00-18:30; Tu: 09:00-18:30; We: 09:00-18:30; Th: 09:00-18:30; Fr: 09:00-18:30; Sa: 09:00-13:00,52.4855537,13.3546122
10789,Berlin,Würzburger Str.,2,RETAIL_OUTLET,Kiosk/Lotto/Post,4315232,[],Mo: 08:00-23:45; Tu: 08:00-23:45; We: 08:00-23:45; Th: 08:00-23:45; Fr: 08:00-23:45; Sa: 08:00-23:45,52.5004085,13.3374754
10551,Berlin,Emdener Str.,58,RETAIL_OUTLET,Janas Branche,4310239,[],Mo: 08:30-20:00; Tu: 08:30-20:00; We: 08:30-20:00; Th: 08:30-20:00; Fr: 08:30-20:00; Sa: 08:30-20:00,52.5275426,13.3332554
12043,Berlin,Karl-Marx-Str.,137,RETAIL_OUTLET,Spätkauf44,4141072,[],Mo: 08:00-22:00; Tu: 08:00-22:00; We: 08:00-22:00; Th: 08:00-22:00; Fr: 08:00-22:00; Sa: 08:00-22:00,52.4772317,13.4390092
13088,Berlin,Berliner Allee,98,RETAIL_OUTLET,McPaper,4094980,[],Mo: 09:00-19:30; Tu: 09:00-19:30; We: 09:00-19:30; Th: 09:00-19:30; Fr: 09:00-19:30; Sa: 09:30-17:00,52.5497546,13.4583724
10623,Berlin,Hardenbergplatz,11,RETAIL_OUTLET,P & B Press & Books,4304308,[],Mo: 04:30-21:30; Tu: 04:30-21:30; We: 04:30-21:30; Th: 04:30-21:30; Fr: 04:30-21:30; Sa: 04:30-21:30; Su: 04:30-21:30,52.5069829,13.3329913
13409,Berlin,Residenzstr.,85-86,RETAIL_OUTLET,CIGO,4343700,[],Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 08:00-19:00,52.5590133,13.3729058
10827,Berlin,Hauptstr.,130,RETAIL_OUTLET,Lotto Presse Tabakwaren,4306698,[],Mo: 08:00-19:00; Tu: 08:00-19:00; We: 11:00-18:00; Th: 10:00-18:00; Fr: 08:00-18:00; Sa: 10:00-18:00,52.4842907,13.3532877
13055,Berlin,Konrad-Wolf-Str.,60,RETAIL_OUTLET,k kiosk,4341169,[],Mo: 08:00-18:00; Tu: 08:00-18:00; We: 08:00-18:00; Th: 08:00-18:00; Fr: 08:00-18:00; Sa: 08:00-13:00,52.5363067,13.4749415
13187,Berlin,Mühlenstr.,25,RETAIL_OUTLET,Späti 25,4339364,[],Mo: 10:00-22:00; Tu: 10:00-22:00; We: 10:00-22:00; Th: 10:00-22:00; Fr: 10:00-22:00; Sa: 10:00-22:00; Su: 10:00-19:00,52.5640053,13.4075172
10367,Berlin,Normannenstr.,6,RETAIL_OUTLET,Kiosk Lebensmittel Nguyen,4320633,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 09:30-19:00,52.5159599,13.482548
13409,Berlin,Markstr.,20,RETAIL_OUTLET,Zeitungen-Tabak-Lotto,4126037,[],Mo: 06:00-18:00; Tu: 06:00-18:00; We: 06:00-18:00; Th: 06:00-18:00; Fr: 06:00-18:00; Sa: 07:00-16:00,52.5582782,13.3656092
13187,Berlin,Brehmestr.,1,RETAIL_OUTLET,Ali Haliscelik,4075170,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 10:00-12:00,52.5646362,13.3943603
13189,Berlin,Neumannstr.,18,RETAIL_OUTLET,Kiez Post,4125137,[],Mo: 14:00-18:30; Tu: 09:30-13:00; We: 14:00-18:30; Th: 14:00-18:30; Fr: 09:30-13:00; Sa: 10:00-13:00,52.564754,13.4213987
12043,Berlin,Karl-Marx-Str.,181,RETAIL_OUTLET,Bülent Akkan,4074076,[],Mo: 06:00-19:00; Tu: 06:00-19:00; We: 06:00-19:00; Th: 06:00-19:00; Fr: 06:00-19:00; Sa: 06:00-19:00,52.4740578,13.4405552
10587,Berlin,Helmholtzstr.,29,RETAIL_OUTLET,Kiosk,4122491,[],Mo: 08:30-18:30; Tu: 08:30-18:30; We: 08:30-18:30; Th: 08:30-18:30; Fr: 08:30-18:30; Sa: 10:00-17:30,52.5217517,13.3253748
10719,Berlin,Schaperstr.,14,RETAIL_OUTLET,Kiosk Lotto,4136102,[],Mo: 10:00-19:00; Tu: 10:00-19:00; We: 10:00-19:00; Th: 10:00-19:00; Fr: 10:00-19:00; Sa: 12:00-15:00,52.4996842,13.3303101
13189,Berlin,Stubnitzstr.,32,RETAIL_OUTLET,KIOSK / Lotto,4303410,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 10:00-14:00,52.5667241,13.4153625
10827,Berlin,Dominicusstr.,52,RETAIL_OUTLET,Late Shop Zwei.Null,4323109,[],Mo: 08:00-23:00; Tu: 08:00-23:00; We: 08:00-23:00; Th: 08:00-23:00; Fr: 08:00-23:00; Sa: 10:00-23:00,52.4801563,13.3515935
10779,Berlin,Prager Platz,1-3,RETAIL_OUTLET,,4136015,[],Mo: 07:00-17:30; Tu: 07:00-17:30; We: 07:00-17:30; Th: 07:00-17:30; Fr: 07:00-17:30; Sa: 07:00-14:00,52.493534,13.3327773
10623,Berlin,Uhlandstr.,20-25,RETAIL_OUTLET,The Kiosk Berlin,4294164,[],Mo: 08:00-21:00; Tu: 08:00-21:00; We: 08:00-21:00; Th: 08:00-21:00; Fr: 08:00-21:00; Sa: 10:00-18:00,52.5040255,13.3253855
13349,Berlin,Müllerstr.,123,RETAIL_OUTLET,Lotto / Presse / Tabak,4308188,[],Mo: 07:30-17:30; Tu: 07:30-17:30; We: 07:30-17:30; Th: 07:30-17:30; Fr: 07:30-17:30; Sa: 07:30-14:30,52.5534232,13.346243
13187,Berlin,Wollankstr.,2,RETAIL_OUTLET,Minimarkt Wollank,4306751,[],Mo: 08:00-22:00; Tu: 08:00-22:00; We: 08:00-22:00; Th: 08:00-22:00; Fr: 08:00-22:00; Sa: 08:00-22:00,52.568777,13.3995457
10825,Berlin,Wartburgstr.,25,RETAIL_OUTLET,Uni-Shop,4338077,[],Mo: 07:00-18:00; Tu: 07:00-18:00; We: 07:00-18:00; Th: 07:00-18:00; Fr: 07:00-18:00; Sa: 07:00-18:00,52.486111,13.339012
13055,Berlin,Landsberger Allee,217,RETAIL_OUTLET,Lotto Shop 217,4140694,[],Mo: 07:00-18:00; Tu: 07:00-18:00; We: 07:00-18:00; Th: 07:00-18:00; Fr: 07:00-18:00; Sa: 08:00-13:00,52.5341511,13.4862957
12051,Berlin,Hermannstr.,111,RETAIL_OUTLET,Telehof,4078321,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:30-13:00,52.467861,13.4308904
12059,Berlin,Sonnenallee,208,RETAIL_OUTLET,Star-Kiosk,4343213,[],Mo: 08:00-23:00; Tu: 08:00-23:00; We: 08:00-23:00; Th: 08:00-23:00; Fr: 08:00-23:00; Sa: 08:00-23:00,52.4745898,13.453952
13187,Berlin,Breite Str.,20,POSTBANK_FINANCE_CENTER,Postbank Filiale,4125410,[],Mo: 09:30-18:30; Tu: 09:30-18:30; We: 09:30-18:30; Th: 09:30-18:30; Fr: 09:30-18:30; Sa: 09:30-14:00,52.5698551,13.4040653
10585,Berlin,Otto-Suhr-Allee,6-16,POSTBANK_FINANCE_CENTER,Postbank Filiale,4319312,[],Mo: 09:00-18:30; Tu: 09:00-18:30; We: 09:00-18:30; Th: 09:00-18:30; Fr: 09:00-18:30; Sa: 09:00-13:00,52.5140939,13.3195819
13409,Berlin,Provinzstr.,93,RETAIL_OUTLET,Lotto-Toto,4088246,[],Mo: 07:00-18:00; Tu: 07:00-18:00; We: 07:00-18:00; Th: 07:00-18:00; Fr: 07:00-18:00; Sa: 08:00-14:00,52.5677485,13.3787628
12099,Berlin,Germaniastr.,2,RETAIL_OUTLET,GERMANIA-SHOP ,4294306,[],Mo: 06:00-19:00; Tu: 06:00-19:00; We: 06:00-19:00; Th: 06:00-19:00; Fr: 06:00-19:00; Sa: 07:00-15:00,52.4655747,13.3900142
12103,Berlin,Schöneberger Str.,7,RETAIL_OUTLET,Tabak und Lotto,4330364,[],Mo: 08:00-18:45; Tu: 08:00-18:45; We: 08:00-18:45; Th: 08:00-18:45; Fr: 08:00-18:45; Sa: 08:00-18:45,52.4676051,13.3770703
10625,Berlin,Schillerstr.,10,RETAIL_OUTLET,EMRE,4080491,[],Mo: 06:30-18:00; Tu: 06:30-18:00; We: 06:30-18:00; Th: 06:30-18:00; Fr: 06:30-18:00; Sa: 08:00-13:00,52.511078,13.3186598
13086,Berlin,Rennbahnstr.,24,RETAIL_OUTLET,Rennbahn Späti 24,4318788,[],Mo: 08:00-23:00; Tu: 08:00-23:00; We: 08:00-23:00; Th: 08:00-23:00; Fr: 08:00-23:00; Sa: 09:00-23:00; Su: 12:00-20:00,52.5604853,13.4587388
10719,Berlin,Uhlandstr.,50,RETAIL_OUTLET,U-Land,4343699,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 08:00-20:00,52.4966395,13.3238897
12055,Berlin,Karl-Marx-Str.,231,RETAIL_OUTLET,Lotto TaBak,4339649,[],Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 09:00-20:00,52.4686296,13.4426683
10317,Berlin,Leopoldstr.,22,RETAIL_OUTLET,Postshop Lichtenberg,4324518,[],Mo: 08:30-18:00; Tu: 08:30-18:00; We: 08:30-18:00; Th: 08:30-18:00; Fr: 08:30-18:00; Sa: 08:30-13:00,52.5026508,13.4909242
13349,Berlin,Müllerstr.,113,RETAIL_OUTLET,Lotto/Tabak/Presse,4113366,[],Mo: 07:00-19:00; Tu: 07:00-19:00; We: 07:00-19:00; Th: 07:00-19:00; Fr: 07:00-19:00; Sa: 07:30-19:00,52.5558066,13.3422062
13089,Berlin,Romain-Rolland-Str.,66,RETAIL_OUTLET,Mario Heine Online Shop/Ecke Blanke,4315011,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-13:00,52.5681939,13.4397198
12103,Berlin,Manteuffelstr.,4,RETAIL_OUTLET,Spätkauf Gumma,4319272,[],Mo: 09:00-22:00; Tu: 09:00-22:00; We: 09:00-22:00; Th: 09:00-22:00; Fr: 09:00-22:00; Sa: 09:00-22:00,52.4656573,13.3774806
10717,Berlin,Uhlandstr.,136,RETAIL_OUTLET,LOTTO,4120056,[],Mo: 07:00-19:00; Tu: 07:00-19:00; We: 07:00-19:00; Th: 07:00-19:00; Fr: 07:00-19:00; Sa: 07:00-19:00,52.4930861,13.323614
12159,Berlin,Hauptstr.,68,RETAIL_OUTLET,Presse Tabak Schreibwaren,4094895,[],Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 08:00-13:00,52.4762662,13.3408147
12099,Berlin,Tempelhofer Damm,171-173,POSTBANK_FINANCE_CENTER,Postbank Filiale,9530,[],Mo: 09:00-18:30; Tu: 09:00-18:30; We: 09:00-18:30; Th: 14:00-18:30; Fr: 09:00-18:30; Sa: 09:00-13:00,52.4617922,13.385599
13055,Berlin,Landsberger Allee,277,RETAIL_OUTLET,Michael Friese,4076508,[],Mo: 07:00-19:30; Tu: 07:00-19:30; We: 07:00-19:30; Th: 07:00-19:30; Fr: 07:00-19:30; Sa: 07:00-18:00,52.5347152,13.4959353
13409,Berlin,Residenzstr.,28,RETAIL_OUTLET,Handy Shop Spätkauf,4337771,[],Mo: 08:00-21:00; Tu: 08:00-21:00; We: 08:00-21:00; Th: 08:00-21:00; Fr: 08:00-21:00; Sa: 08:00-21:00,52.5687492,13.3613966
10717,Berlin,Uhlandstr.,82,RETAIL_OUTLET,Builder Travel GmbH,4321216,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-13:00; Sa: 11:00-13:00,52.489626,13.3226216
13088,Berlin,Berliner Allee,261-269,RETAIL_OUTLET,Lotto Tabak Post,4303836,[],Mo: 08:00-18:30; Tu: 08:00-18:30; We: 08:00-18:30; Th: 08:00-18:30; Fr: 08:00-18:30; Sa: 08:00-13:45,52.5614079,13.4676251
10317,Berlin,Irenenstr.,22,RETAIL_OUTLET,ON-ER GmbH,4296896,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-13:00,52.5095071,13.4995701
10625,Berlin,Kantstr.,46,RETAIL_OUTLET,Kant Shop,4341491,[],Mo: 09:00-22:00; Tu: 09:00-22:00; We: 09:00-22:00; Th: 09:00-22:00; Fr: 09:00-22:00; Sa: 09:00-22:00,52.5065687,13.3118216
10319,Berlin,Sewanstr.,2,RETAIL_OUTLET,k kiosk,4335761,[],Mo: 07:00-19:00; Tu: 07:00-19:00; We: 07:00-19:00; Th: 07:00-19:00; Fr: 07:00-19:00; Sa: 07:00-19:00,52.4997588,13.4967934
10717,Berlin,Gasteiner Str.,8,RETAIL_OUTLET,Presseshop Schleicher,4091295,[],Mo: 06:30-18:00; Tu: 06:30-18:00; We: 06:30-18:00; Th: 06:30-18:00; Fr: 06:30-18:00; Sa: 08:00-14:00,52.487515,13.3233588
13409,Berlin,Residenzstr.,24-25,POSTBANK_FINANCE_CENTER,Postbank Filiale,4013115,"[{'type': 'closure', 'fromDate': '2025-10-08T00:00:00+0200', 'toDate': None}]",Mo: 13:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-14:00,52.5695712,13.3609407
10715,Berlin,Bundesallee,55,RETAIL_OUTLET,Lotto Presse,4343589,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-13:00,52.4814805,13.3289064
10707,Berlin,Bregenzer Str.,9,RETAIL_OUTLET,Press-Point am Olivaer Platz,4135655,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 08:00-18:00,52.4988288,13.3135636
12057,Berlin,Grenzallee,4d,RETAIL_OUTLET,k Kiosk,4318496,"[{'type': 'closure', 'fromDate': '2025-10-07T00:00:00+0200', 'toDate': None}]",Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-18:00,52.4696404,13.4630915
10585,Berlin,Otto-Suhr-Allee,104,RETAIL_OUTLET,Bilgehan Göbüt,4296047,[],Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 10:00-16:00,52.5173622,13.307712
12103,Berlin,Bessemerstr.,57-59,RETAIL_OUTLET,k kiosk,4336960,[],Mo: 08:00-19:30; Tu: 08:00-19:30; We: 08:00-19:30; Th: 08:00-19:30; Fr: 08:00-19:30; Sa: 08:00-19:30,52.4621086,13.3668507
