zip_code,city,street,house_no,location_type,location_name,id,closure_periods,opening_hours,latitude,longitude
10629,Berlin,Wilmersdorfer Str.,105,RETAIL_OUTLET,Lotto und DHL,4320846,[],Mo: 08:00-18:45; Tu: 08:00-18:45; We: 08:00-18:45; Th: 08:00-18:45; Fr: 08:00-18:45; Sa: 08:00-18:00,52.5041964,13.3076494
10627,Berlin,Wilmersdorfer Str.,46,POSTBANK_FINANCE_CENTER,Postbank Filiale,4063560,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 10:00-14:00,52.509894,13.3055725
13351,Berlin,Swakopmunder Str.,44,RETAIL_OUTLET,Rozi Presse und Backshop,4117391,[],Mo: 07:30-16:00; Tu: 07:30-16:00; We: 07:30-16:00; Th: 07:30-16:00; Fr: 07:30-16:00; Sa: 08:00-13:00,52.5602938,13.332946
10627,Berlin,Kantstr.,66,RETAIL_OUTLET,Polat Store,4335362,[],Mo: 10:00-19:00; Tu: 10:00-19:00; We: 10:00-19:00; Th: 10:00-19:00; Fr: 10:00-19:00; Sa: 10:00-16:30,52.5069399,13.3033224
12103,Berlin,Friedrich-Karl-Str.,9,RETAIL_OUTLET,COPY  & MORE,4125830,[],Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 09:00-16:00,52.4557432,13.3821048
12157,Berlin,Beckerstr.,22,RETAIL_OUTLET,Kariertes + liniertes,4133298,[],Mo: 08:00-18:00; Tu: 08:00-18:00; We: 08:00-18:00; Th: 08:00-18:00; Fr: 08:00-18:00; Sa: 08:00-16:00,52.4669149,13.3426159
10709,Berlin,Kurfürstendamm,159,RETAIL_OUTLET,McPaper,4094985,[],Mo: 09:30-19:30; Tu: 09:30-19:30; We: 09:30-19:30; Th: 09:30-19:30; Fr: 09:30-19:30; Sa: 10:00-18:30,52.4993746,13.3046871
12161,Berlin,Bundesallee,131,RETAIL_OUTLET,LOTTO,4127043,[],Mo: 07:00-19:00; Tu: 07:00-19:00; We: 07:00-19:00; Th: 07:00-19:00; Fr: 07:00-19:00; Sa: 07:00-17:00,52.4737084,13.3287832
10589,Berlin,Osnabrücker Str.,24,RETAIL_OUTLET,Lotto Tabak Post,4337729,[],Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 09:00-16:00,52.5258887,13.300534
10711,Berlin,Damaschkestr.,6,RETAIL_OUTLET,Damaschkeshop,4301109,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 10:00-18:00,52.4997808,13.3023568
10627,Berlin,Bismarckstr.,67,RETAIL_OUTLET,,4137410,[],Mo: 07:00-18:00; Tu: 07:00-18:00; We: 07:00-18:00; Th: 07:00-18:00; Fr: 07:00-18:00; Sa: 07:00-15:00,52.5113166,13.2977963
14197,Berlin,Laubacher Str.,31,RETAIL_OUTLET,Spätkauf,4331867,[],Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 09:00-18:00,52.4765969,13.3200576
10319,Berlin,Dolgenseestr.,8a,RETAIL_OUTLET,Tante Emma Laden,4331240,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 08:00-20:00,52.4938909,13.5074827
12347,Berlin,Britzer Damm,99,RETAIL_OUTLET,Karsten Nüscher,4337073,[],Mo: 09:30-18:00; Tu: 09:30-18:00; We: 09:30-18:00; Th: 09:30-18:00; Fr: 09:30-18:00; Sa: 10:00-13:00,52.4539912,13.4383365
13055,Berlin,Hauptstr.,9,RETAIL_OUTLET,,4307072,[],Mo: 08:30-20:00; Tu: 08:30-20:00; We: 08:30-20:00; Th: 08:30-20:00; Fr: 08:30-20:00; Sa: 08:30-20:00,52.54868,13.5040418
13055,Berlin,Hauptstr.,9,RETAIL_OUTLET,Handyshop,4335284,[],Mo: 13:00-18:00; Tu: 13:00-18:00; We: 13:00-18:00; Th: 13:00-18:00; Fr: 09:30-12:30; Sa: 10:00-16:00,52.54868,13.5040418
12161,Berlin,Rheinstr.,49,RETAIL_OUTLET,Post & More,4340758,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 08:00-20:00,52.4674956,13.3314385
14059,Berlin,Nehringstr.,1,RETAIL_OUTLET,Lotto Tabak,4341616,[],Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 09:00-20:00,52.5175131,13.2934247
13405,Berlin,Scharnweberstr.,127,RETAIL_OUTLET,Asta Multishop,4333976,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 08:00-20:00,52.5647785,13.3242099
13403,Berlin,Ollenhauerstr.,122,RETAIL_OUTLET,,4326366,[],Mo: 08:00-18:30; Tu: 08:00-18:30; We: 08:00-18:30; Th: 08:00-18:30; Fr: 08:00-18:30; Sa: 08:00-18:30,52.5676771,13.3290451
10709,Berlin,Kurfürstendamm,142-147,RETAIL_OUTLET,McPaper,4083015,[],Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 09:00-20:00,52.4979894,13.297356
14057,Berlin,Neue Kantstr.,31,RETAIL_OUTLET,Kiosk Shop,4293633,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 08:00-20:00,52.5065842,13.2939013
13403,Berlin,Waldowstr.,49,RETAIL_OUTLET,Backshop Waldowstr.,4331456,[],Mo: 06:30-20:00; Tu: 06:30-20:00; We: 06:30-20:00; Th: 06:30-20:00; Fr: 06:30-20:00; Sa: 06:30-20:00,52.5736243,13.3345013
10315,Berlin,Seddiner Str.,8,RETAIL_OUTLET,Pen & Paper,4337483,[],Mo: 08:30-18:30; Tu: 08:30-18:30; We: 08:30-18:30; Th: 08:30-18:30; Fr: 08:30-18:30; Sa: 09:00-15:30,52.5133907,13.5222796
14199,Berlin,Hohenzollerndamm,50,RETAIL_OUTLET,,4318969,[],Mo: 07:00-18:30; Tu: 07:00-18:30; We: 07:00-18:30; Th: 07:00-18:30; Fr: 07:00-18:30; Sa: 07:30-18:00,52.4877932,13.2992771
12163,Berlin,Schloßstr.,1,RETAIL_OUTLET,WOLSDORFF,4130528,[],Mo: 10:00-19:45; Tu: 10:00-19:45; We: 10:00-19:45; Th: 10:00-19:45; Fr: 10:00-19:45; Sa: 10:00-19:45,52.4644057,13.327387
14197,Berlin,Rüdesheimer Str.,8,RETAIL_OUTLET,,4311256,[],Mo: 08:00-20:00; Tu: 08:00-20:00; We: 08:00-20:00; Th: 08:00-20:00; Fr: 08:00-20:00; Sa: 08:00-20:00,52.4728832,13.3140987
12437,Berlin,Baumschulenstr.,6,RETAIL_OUTLET,ATM EXTRAS,4309576,[],Mo: 09:30-18:30; Tu: 09:30-18:30; We: 09:30-18:30; Th: 09:30-18:30; Fr: 09:30-18:30; Sa: 10:00-15:00,52.4687386,13.4912384
13051,Berlin,Hansastr.,236,RETAIL_OUTLET,CIGO im EDEKA,4330365,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-18:00,52.5608689,13.4993003
13127,Berlin,Blankenburger Str.,149,RETAIL_OUTLET,Zeitungen-Lotto,4081563,"[{'type': 'holiday', 'fromDate': '2025-12-24T00:00:00+0100', 'toDate': '2026-01-04T23:59:59+0100'}]",Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-12:00,52.5880403,13.4277733
12169,Berlin,Bergstr.,75,RETAIL_OUTLET,Postfiliale Berlin 575,4338711,[],Mo: 08:30-11:00; Tu: 08:30-18:30; We: 08:30-18:30; Th: 08:30-18:30; Fr: 08:30-18:30; Sa: 09:00-16:00,52.4586529,13.336992
12163,Berlin,Markelstr.,8,RETAIL_OUTLET,,4307713,[],Mo: 09:30-18:00; Tu: 09:30-18:00; We: 09:30-18:00; Th: 09:30-18:00; Fr: 09:30-18:00; Sa: 10:00-15:00,52.4640897,13.325018
13158,Berlin,Hauptstr.,28,RETAIL_OUTLET,Kiosk Fariba,4334160,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-14:00,52.5867632,13.3675567
13156,Berlin,Nordendstr.,76a,RETAIL_OUTLET,Backshop,4085549,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 07:00-12:00,52.5903863,13.3978907
12109,Berlin,Rixdorfer Str.,115,RETAIL_OUTLET,"Tabakwaren, Lotto",4089409,"[{'type': 'holiday', 'fromDate': '2025-09-27T00:00:00+0200', 'toDate': '2025-09-30T23:59:59+0200'}, {'type': 'closure', 'fromDate': '2025-10-01T00:00:00+0200', 'toDate': None}]",Mo: holiday-holiday; Tu: 06:00-17:30; We: 06:00-17:30; Th: 06:00-14:00; Fr: 06:00-17:30; Sa: holiday-holiday,52.4447219,13.4003277
10319,Berlin,Otto-Schmirgal-Str.,1-7,POSTBANK_FINANCE_CENTER,Postbank Filiale,19730,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-12:30,52.4974323,13.522256
14057,Berlin,Kaiserdamm,21,RETAIL_OUTLET,Bärlin Company,4323110,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 10:00-16:00,52.5104098,13.2843453
13403,Berlin,General-Barby-Str.,28,RETAIL_OUTLET,Pen & Paper,4340537,[],Mo: 07:00-20:00; Tu: 07:00-20:00; We: 07:00-20:00; Th: 07:00-20:00; Fr: 07:00-20:00; Sa: 08:00-20:00,52.5691609,13.3175191
14057,Berlin,Rognitzstr.,10,RETAIL_OUTLET,Kiosk am Funkturm,4094175,[],Mo: 07:00-18:00; Tu: 07:00-18:00; We: 07:00-18:00; Th: 07:00-18:00; Fr: 07:00-18:00; Sa: 09:00-12:00,52.5097129,13.2840282
13627,Berlin,Halemweg,21,RETAIL_OUTLET,Post Halemweg,4330237,[],Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 10:00-17:00,52.53741,13.2857978
12109,Berlin,Mariendorfer Damm,104,RETAIL_OUTLET,,4337338,[],Mo: 07:00-19:00; Tu: 07:00-19:00; We: 07:00-19:00; Th: 07:00-19:00; Fr: 07:00-19:00; Sa: 07:00-14:00,52.4429389,13.3860567
12163,Berlin,Schildhornstr.,85,RETAIL_OUTLET,Sarwar Atelier,4304713,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 10:00-14:00,52.4632185,13.3191685
14197,Berlin,Kreuznacher Str.,67,RETAIL_OUTLET,Kiosk und Zeitschriften,4309968,[],Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 10:00-14:00,52.4669446,13.3116892
14199,Berlin,Kissinger Str.,22,RETAIL_OUTLET,Backstube Zuckersüß,4316479,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-16:00,52.4786315,13.2967128
12347,Berlin,Mohriner Allee,69,RETAIL_OUTLET,Finanzberatung Elsayad,4322254,[],Mo: 11:00-16:00; Tu: 11:00-16:00; We: 11:00-16:00; Th: 11:00-16:00; Fr: 11:00-16:00; Sa: 12:00-15:00,52.4414998,13.4243222
13051,Berlin,Prerower Platz,1,POSTBANK_FINANCE_CENTER,Postbank Filiale,13730,"[{'type': 'closure', 'fromDate': '2025-10-01T00:00:00+0200', 'toDate': None}]",Mo: 09:00-18:30; Tu: 09:00-18:30; We: 09:00-18:30; Th: 09:00-18:30; Fr: 09:00-18:30; Sa: 09:00-12:00,52.5648683,13.5065706
14057,Berlin,Kaiserdamm,33,RETAIL_OUTLET,KM Spätkauf,4339013,[],Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 09:00-20:00,52.5100054,13.2780983
12169,Berlin,Steglitzer Damm,22,RETAIL_OUTLET,Edeka Supermarkt,4328501,[],Mo: 09:30-18:00; Tu: 09:30-18:00; We: 09:30-18:00; Th: 09:30-18:00; Fr: 09:30-18:00; Sa: 09:30-14:00,52.4506899,13.3395637
12359,Berlin,Parchimer Allee,33,RETAIL_OUTLET,Kiez Shop,4313238,[],Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 09:00-16:00,52.4452048,13.454471
12167,Berlin,Albrechtstr.,114,RETAIL_OUTLET,Sweet Paper,4316858,[],Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 09:00-19:00,52.4548381,13.3274277
12165,Berlin,Albrechtstr.,123,RETAIL_OUTLET,Presse-Tabak-Getränke-Cafe,4339012,[],Mo: 07:00-18:00; Tu: 07:00-18:00; We: 07:00-18:00; Th: 07:00-18:00; Fr: 07:00-18:00; Sa: 08:00-16:00,52.4557555,13.3251562
13129,Berlin,Bahnhofstr.,45,RETAIL_OUTLET,Spektrum Lebensfreude,4338275,[],Mo: 09:30-18:00; Tu: 09:30-18:00; We: 09:30-18:00; Th: 09:30-18:00; Fr: 09:30-18:00; Sa: 09:30-14:00,52.5915009,13.4526808
13051,Berlin,Wustrower Str.,20,RETAIL_OUTLET,Wustrower Back & Snack,4337535,[],Mo: 08:00-17:30; Tu: 08:00-17:30; We: 08:00-17:30; Th: 08:00-17:30; Fr: 08:00-17:30; Sa: 09:00-14:00,52.5664179,13.5086499
13403,Berlin,Quäkerstr.,2,RETAIL_OUTLET,Änderungsschneiderei,4135238,"[{'type': 'holiday', 'fromDate': '2025-09-29T00:00:00+0200', 'toDate': '2025-10-12T23:59:59+0200'}]",Mo: holiday-holiday; Tu: 09:30-17:30; We: 09:30-17:30; Th: 09:30-17:30; Fr: 09:30-17:30; Sa: 09:30-13:00,52.5727054,13.3084945
10318,Berlin,Treskowallee,110,RETAIL_OUTLET,Post Karlshorst,4316477,[],Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 09:00-12:00,52.4825307,13.5252992
14052,Berlin,Theodor-Heuss-Platz,4,RETAIL_OUTLET,CIGO,4319271,[],Mo: 08:00-18:00; Tu: 08:00-18:00; We: 08:00-18:00; Th: 08:00-18:00; Fr: 08:00-18:00; Sa: 08:00-14:00,52.5100493,13.2731264
14199,Berlin,Breite Str.,22a,RETAIL_OUTLET,NIGHT SHOP 59,4312197,[],Mo: 09:30-18:30; Tu: 09:30-18:30; We: 09:30-18:30; Th: 09:30-18:30; Fr: 09:30-18:30; Sa: 09:30-15:00,52.4752666,13.2916994
13059,Berlin,Egon-Erwin-Kisch-Str.,34,RETAIL_OUTLET,Natürlich Blume,4078173,[],Mo: 09:00-17:00; Tu: 09:00-17:00; We: 09:00-17:00; Th: 09:00-17:00; Fr: 09:00-17:00; Sa: 08:00-12:00,52.5727495,13.5055204
12681,Berlin,Märkische Allee,166-172,RETAIL_OUTLET,Tabakwaren-Lotto im Kaufland,4085701,[],Mo: 08:00-14:00; Tu: 08:00-14:00; We: 08:00-14:00; Th: 08:00-14:00; Fr: 08:00-14:00; Sa: 08:00-13:00,52.5333764,13.5382683
12681,Berlin,Helene-Weigel-Platz,6,RETAIL_OUTLET,Änderungsschneiderei,4133273,[],Mo: 09:00-13:00; Tu: 13:30-17:30; We: 09:00-13:00; Th: 09:00-13:00; Fr: 09:00-13:00; Sa: 09:00-12:00,52.5285418,13.5398641
13057,Berlin,Warnitzer Str.,26,RETAIL_OUTLET,HalbNeu Technischer An.-Verkauf,4330750,[],Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 10:00-14:00,52.5667681,13.5170517
10318,Berlin,Robert-Siewert-Str.,97,RETAIL_OUTLET,CAP ...der Lebensmittelpunkt,4129549,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-15:00,52.4931191,13.5374743
12167,Berlin,Birkbuschstr.,20,RETAIL_OUTLET,Der Magnet im Süden Berlins,4111731,[],Mo: 08:00-18:00; Tu: 08:00-18:00; We: 08:00-18:00; Th: 08:00-18:00; Fr: 08:00-18:00; Sa: 08:00-14:00,52.4493544,13.3237443
12359,Berlin,Gutschmidtstr.,29-31,POSTBANK_FINANCE_CENTER,Postbank Filiale,4068416,[],Mo: 09:00-18:30; Tu: 09:00-18:30; We: 09:00-18:30; Th: 14:00-18:30; Fr: 09:00-18:30; Sa: 09:00-13:00,52.436783,13.4470402
12359,Berlin,Gutschmidtstr.,17-19,RETAIL_OUTLET,Lorenz Tabakwaren,4076881,[],Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 09:00-20:00,52.4367637,13.4475966
12459,Berlin,Edisonstr.,56,RETAIL_OUTLET,Edison 56,4341367,[],Mo: 09:00-21:00; Tu: 09:00-21:00; We: 09:00-21:00; Th: 09:00-21:00; Fr: 09:00-21:00; Sa: 09:00-21:00,52.4637468,13.5135668
13437,Berlin,Alt-Wittenau,24,RETAIL_OUTLET,Presse Lotto Tabak,4141228,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-13:00,52.5904988,13.3314608
13439,Berlin,Wilhelmsruher Damm,150,POSTBANK_FINANCE_CENTER,Postbank Filiale,1430,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 13:25-18:00; Fr: 09:00-18:00; Sa: 09:00-14:00,52.5965851,13.3505706
13435,Berlin,Eichhorster Weg,5,RETAIL_OUTLET,Backshop Cafe Zeit,4334379,[],Mo: 08:30-20:00; Tu: 08:30-20:00; We: 08:30-20:00; Th: 08:30-20:00; Fr: 08:30-20:00; Sa: 08:30-18:00,52.5968238,13.346685
13439,Berlin,Senftenberger Ring,17,RETAIL_OUTLET,Vodafone,4304198,[],Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 10:00-18:00,52.5990541,13.3555945
13629,Berlin,Nonnendammallee,80,RETAIL_OUTLET,U-Back Sandwich&Coffee,4324207,[],Mo: 09:00-18:00; Tu: 09:00-18:00; We: 09:00-18:00; Th: 09:00-18:00; Fr: 09:00-18:00; Sa: 09:00-14:00,52.5364658,13.2655146
12247,Berlin,Leonorenstr.,77,RETAIL_OUTLET,Kiosk,4312658,"[{'type': 'closure', 'fromDate': '2025-12-31T00:00:00+0100', 'toDate': None}]",Mo: 09:00-20:00; Tu: 09:00-20:00; We: 09:00-20:00; Th: 09:00-20:00; Fr: 09:00-20:00; Sa: 09:00-20:00,52.4383557,13.3445561
12203,Berlin,Hindenburgdamm,62,RETAIL_OUTLET,Tabakwaren Am Händelplatz,4337727,[],Mo: 08:00-22:00; Tu: 08:00-22:00; We: 08:00-22:00; Th: 08:00-22:00; Fr: 08:00-22:00; Sa: 08:00-22:00,52.4491772,13.3156373
13437,Berlin,Roedernallee,88-90,RETAIL_OUTLET,SOPRORO-Sozialprojekt,4130532,[],Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 10:00-14:00,52.5939883,13.333894
12439,Berlin,Schnellerstr.,21,RETAIL_OUTLET,CIGO,4319710,[],Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 08:00-19:00,52.4564148,13.5092115
12249,Berlin,Kamenzer Damm,40,RETAIL_OUTLET,Wunderkiste,4099456,[],Mo: 09:00-17:30; Tu: 13:00-17:30; We: 13:00-17:30; Th: 13:00-17:30; Fr: 09:00-17:30; Sa: 09:00-12:00,52.4340416,13.3595843
12439,Berlin,Schnellerstr.,127,RETAIL_OUTLET,Lotto/ Toto,4127893,[],Mo: 06:00-20:00; Tu: 06:00-20:00; We: 06:00-20:00; Th: 06:00-20:00; Fr: 06:00-18:00; Sa: 08:00-13:00,52.456437,13.5108793
13509,Berlin,Holzhauser Str.,59,RETAIL_OUTLET,Moes Back&Späti,4340794,[],Mo: 08:00-19:00; Tu: 08:00-19:00; We: 08:00-19:00; Th: 08:00-19:00; Fr: 08:00-19:00; Sa: 08:00-16:00,52.5806879,13.3023854
13059,Berlin,Dorfstr.,25,RETAIL_OUTLET,Fairkauf,4137231,[],Mo: 09:00-19:00; Tu: 09:00-19:00; We: 09:00-19:00; Th: 09:00-19:00; Fr: 09:00-19:00; Sa: 09:00-14:00,52.5750749,13.5176365
12459,Berlin,Wilhelminenhofstr.,36,RETAIL_OUTLET,Haushaltswaren / Stoffe/ Kurzwaren,4124219,"[{'type': 'closure', 'fromDate': '2025-10-07T00:00:00+0200', 'toDate': None}]",Mo: 10:00-18:00; Tu: 10:00-18:00; We: 10:00-18:00; Th: 10:00-18:00; Fr: 10:00-18:00; Sa: 10:00-12:00,52.4612442,13.5195013
14052,Berlin,Reichsstr.,36,RETAIL_OUTLET,Presse & Tabak am Brixplatz,4130322,[],Mo: 07:00-18:30; Tu: 07:00-18:30; We: 07:00-18:30; Th: 07:00-18:30; Fr: 07:00-18:30; Sa: 07:00-13:30,52.5193025,13.2571635
